ID_Contrato,Nome_Assessoria,Data_Envio_Assessoria,Dias_Em_Atraso_Inicial,Valor_Inadimplente_Inicial,Status_Cobranca,Score_Interno_Risco,Regiao_Cliente
CONTR_2026_05169,Fênix Recuperação de Crédito,2026-02-18,80,"R$ 1.551,65",Em Aberto,25.0,Sudeste
CONTR_2026_05170,Acerta Crédito Integrado,2026-01-17,89,"R$ 2.740,82",Em Aberto,28.0,Norte
CONTR_2026_05171,Vértice Asset & Cobrança,2026-04-20,102,"R$ 10.678,73",Ajuizado,82.0,Sul
CONTR_2026_05172,Nexus Mediação Financeira,2026-02-11,105,"R$ 1.761,07",Acordo Firmado,35.0,Sul
CONTR_2026_05173,Fênix Recuperação de Crédito,2026-04-04,81,"R$ 7.479,29",Insucesso,83.0,Nordeste
CONTR_2026_05174,Fênix Recuperação de Crédito,2026-03-13,31,"R$ 1.525,08",Em Aberto,53.0,Sudeste
CONTR_2026_05175,Vértice Asset & Cobrança,2026-02-09,-999,"R$ 1.366,69",Em Aberto,84.0,Nordeste
CONTR_2026_05176,Acerta Crédito Integrado,2026-02-15,43,"R$ 12.295,90",Insucesso,39.0,Sudeste
CONTR_2026_05177,Acerta Crédito Integrado,2026-03-12,112,"R$ 8.560,57",Acordo Firmado,97.0,Centro-Oeste
CONTR_2026_05178,Fênix Recuperação de Crédito,2026-03-11,101,"R$ 5.763,80",Acordo Firmado,59.0,Sul
CONTR_2026_05179,Nexus Mediação Financeira,2026-03-09,86,"R$ 2.143,68",Insucesso,,Sul
CONTR_2026_05180,fênix recuperação de crédito,2026-01-01,82,"R$ 2.834,53",Em Aberto,1.0,Nordeste
CONTR_2026_05181,Vértice Asset & Cobrança,2026-03-20,148,"R$ 1.449,13",Em Aberto,45.0,Nordeste
CONTR_2026_05182,Acerta Crédito Integrado,2026-04-05,124,"R$ 6.383,30",Acordo Firmado,,Sudeste
CONTR_2026_05183,Fênix Recuperação de Crédito,2026-03-30,96,"R$ 6.993,18",Acordo Firmado,48.0,Sudeste
CONTR_2026_05184,fênix recuperação de crédito,2026-04-21,73,"R$ 3.178,63",Em Aberto,49.0,Nordeste
CONTR_2026_05185,Acerta Crédito Integrado,2026-04-07,128,"R$ 3.265,59",Em Aberto,73.0,Sul
CONTR_2026_05186,fênix recuperação de crédito,2026-02-21,93,"R$ 6.157,46",Acordo Firmado,14.0,Sudeste
CONTR_2026_05187,Nexus Mediação Financeira,2026-02-04,70,"R$ 15.762,91",Em Aberto,67.0,Centro-Oeste
CONTR_2026_05188,Vértice Asset & Cobrança,2026-04-29,72,"R$ 3.710,23",Acordo Firmado,30.0,Sudeste
CONTR_2026_05189,fênix recuperação de crédito,2026-03-10,109,"R$ 4.602,05",Em Aberto,65.0,Nordeste
CONTR_2026_05190,Vértice Asset & Cobrança,2026-01-05,118,"R$ 7.191,21",Em Aberto,69.0,Nordeste
CONTR_2026_05191,Vértice Asset & Cobrança,2026-04-10,109,"R$ 3.295,19",Insucesso,87.0,Centro-Oeste
CONTR_2026_05192,Acerta Crédito Integrado,2026-01-17,109,"R$ 11.357,39",Acordo Firmado,6.0,Centro-Oeste
CONTR_2026_05193,Acerta Crédito Integrado,2026-02-22,80,"R$ 10.559,91",Ajuizado,84.0,Sudeste
CONTR_2026_05194,fênix recuperação de crédito,2026-02-21,73,"R$ 6.808,63",Acordo Firmado,46.0,Nordeste
CONTR_2026_05195,Fênix Recuperação de Crédito,2026-01-14,94,"R$ 5.049,32",Acordo Firmado,42.0,Nordeste
CONTR_2026_05196,Acerta Crédito Integrado,2026-01-29,87,"R$ 21.728,32",Em Aberto,72.0,Sudeste
CONTR_2026_05197,Acerta Crédito Integrado,2026-01-08,59,7259.7,Em Aberto,61.0,Nordeste
CONTR_2026_05198,Fênix Recuperação de Crédito,2026-04-08,89,"R$ 6.353,27",Em Aberto,31.0,Nordeste
CONTR_2026_05199,Vértice Asset & Cobrança,2026-04-14,110,"R$ 11.670,46",Acordo Firmado,79.0,Centro-Oeste
CONTR_2026_05200,Vértice Asset & Cobrança,2026-01-01,78,"R$ 5.248,30",Em Aberto,26.0,Sul
CONTR_2026_05201,Vértice Asset & Cobrança,2026-01-29,-999,"R$ 2.591,46",Acordo Firmado,58.0,Sul
CONTR_2026_05202,Vértice Asset & Cobrança ,2026-02-05,52,"R$ 1.941,18",Em Aberto,33.0,Sudeste
CONTR_2026_05203,Nexus Mediação Financeira,2026-02-20,65,"R$ 4.384,14",Ajuizado,52.0,Sudeste
CONTR_2026_05204,Acerta Crédito Integrado,2026-02-06,72,"R$ 4.824,78",Em Aberto,32.0,Nordeste
CONTR_2026_05205,Vértice Asset & Cobrança ,2026-04-03,114,"R$ 9.992,42",Insucesso,54.0,Sudeste
CONTR_2026_05206,Vértice Asset & Cobrança,2026-03-10,96,"R$ 1.951,06",Acordo Firmado,1.0,Sul
CONTR_2026_05207,Acerta Crédito Integrado,2026-02-22,63,"R$ 6.916,43",Acordo Firmado,5.0,Nordeste
CONTR_2026_05208,Vértice Asset & Cobrança,2026-04-06,33,"R$ 3.012,94",Acordo Firmado,22.0,Sudeste
CONTR_2026_05209,Acerta Crédito Integrado,2026-02-21,54,"R$ 15.186,89",Em Aberto,95.0,Centro-Oeste
CONTR_2026_05210,Fênix Recuperação de Crédito,2026-03-29,37,"R$ 4.378,37",Em Aberto,5.0,Sul
CONTR_2026_05211,fênix recuperação de crédito,2026-03-24,116,"R$ 6.069,58",Em Aberto,8.0,Sul
CONTR_2026_05212,Fênix Recuperação de Crédito,2026-01-12,58,"R$ 6.450,66",Acordo Firmado,70.0,Nordeste
CONTR_2026_05213,Vértice Asset & Cobrança,2026-02-21,110,"R$ 1.677,08",Em Aberto,,Nordeste
CONTR_2026_05214,Acerta Crédito Integrado,2026-01-01,106,"R$ 10.759,31",Em Aberto,10.0,Nordeste
CONTR_2026_05215,Vértice Asset & Cobrança,2026-01-07,125,"R$ 2.097,05",Insucesso,62.0,Nordeste
CONTR_2026_05216,Nexus Mediação Financeira,2026-01-17,68,"R$ 3.732,67",Acordo Firmado,40.0,Nordeste
CONTR_2026_05217,Vértice Asset & Cobrança,2026-04-08,102,"R$ 6.782,31",Insucesso,47.0,Nordeste
CONTR_2026_05218,Acerta Crédito Integrado,2026-02-12,93,1484.02,Acordo Firmado,80.0,Sudeste
CONTR_2026_05219,Fênix Recuperação de Crédito,2026-03-12,93,"R$ 5.542,55",Insucesso,56.0,Nordeste
CONTR_2026_05220,Fênix Recuperação de Crédito,2026-01-17,89,"R$ 3.837,45",Em Aberto,28.0,Sudeste
CONTR_2026_05221,Vértice Asset & Cobrança,2026-02-28,115,"R$ 1.529,91",Acordo Firmado,56.0,Sudeste
CONTR_2026_05222,Vértice Asset & Cobrança,2026-01-03,111,"R$ 7.680,28",Em Aberto,1.0,Nordeste
CONTR_2026_05223,Fênix Recuperação de Crédito,2026-01-29,89,"R$ 4.679,09",Em Aberto,52.0,Sudeste
CONTR_2026_05224,Vértice Asset & Cobrança,2026-01-22,76,"R$ 3.008,01",Insucesso,82.0,Nordeste
CONTR_2026_05225,Vértice Asset & Cobrança,2026-02-07,72,"R$ 1.640,48",Em Aberto,62.0,Sudeste
CONTR_2026_05226,Fênix Recuperação de Crédito,2026-02-23,91,"R$ 5.164,55",Em Aberto,42.0,NORDESTE
CONTR_2026_05227,Nexus Mediação Financeira,2026-04-17,96,"R$ 3.026,15",Em Aberto,47.0,Nordeste
CONTR_2026_05228,Acerta Crédito Integrado,2026-04-03,87,"R$ 15.857,62",Acordo Firmado,37.0,Nordeste
CONTR_2026_05229,Fênix Recuperação de Crédito,2026-04-24,51,"R$ 5.676,51",Em Aberto,11.0,Nordeste
CONTR_2026_05230,Nexus Mediação Financeira,2026-02-19,80,"R$ 2.877,82",Acordo Firmado,67.0,Sudeste
CONTR_2026_05231,Nexus Mediação Financeira,2026-04-28,74,"R$ 4.960,43",Acordo Firmado,29.0,Sul
CONTR_2026_05232,Vértice Asset & Cobrança,2026-04-16,-999,"R$ 5.077,16",Acordo Firmado,,Centro-Oeste
CONTR_2026_05233,Acerta Crédito Integrado,2026-03-10,166,"R$ 7.687,05",Em Aberto,95.0,Sul
CONTR_2026_05234,Vértice Asset & Cobrança,2026-01-30,102,"R$ 12.824,27",Acordo Firmado,11.0,Sudeste
CONTR_2026_05235,Nexus Mediação Financeira,2026-01-23,127,"R$ 17.629,57",Em Aberto,30.0,Sul
CONTR_2026_05236,Fênix Recuperação de Crédito,2026-04-29,69,"R$ 7.527,30",Ajuizado,79.0,Nordeste
CONTR_2026_05237,Nexus Mediação Financeira,2026-03-26,90,"R$ 5.147,33",Em Aberto,79.0,Nordeste
CONTR_2026_05238,Nexus Mediação Financeira,2026-04-30,126,"R$ 2.474,02",Insucesso,58.0,Sudeste
CONTR_2026_05239,Fênix Recuperação de Crédito,2026-03-31,42,"R$ 3.779,44",Acordo Firmado,32.0,Nordeste
CONTR_2026_05240,Vértice Asset & Cobrança,2026-04-28,82,"R$ 4.554,86",Em Aberto,29.0,Sul
CONTR_2026_05241,Vértice Asset & Cobrança ,2026-02-16,108,"R$ 1.886,96",Acordo Firmado,43.0,Nordeste
CONTR_2026_05242,Vértice Asset & Cobrança,2026-01-21,87,"R$ 2.681,29",Insucesso,92.0,Nordeste
CONTR_2026_05243,Nexus Mediação Financeira,2026-01-20,72,"R$ 22.019,31",Em Aberto,85.0,Nordeste
CONTR_2026_05244,fênix recuperação de crédito,2026-01-23,74,"R$ 8.267,10",Em Aberto,39.0,Norte
CONTR_2026_05245,Acerta Crédito Integrado,2026-03-09,99,"R$ 4.488,96",Em Aberto,11.0,Centro-Oeste
CONTR_2026_05246,Nexus Mediação Financeira,2026-01-21,42,"R$ 2.481,13",Em Aberto,96.0,Norte
CONTR_2026_05247,Acerta Crédito Integrado,2026-01-21,93,"R$ 5.460,10",Em Aberto,27.0,Norte
CONTR_2026_05248,Acerta Crédito Integrado,2026-01-01,111,"R$ 2.519,02",Em Aberto,24.0,Sul
CONTR_2026_05249,Vértice Asset & Cobrança,2026-01-15,79,"R$ 2.272,83",Em Aberto,37.0,Nordeste
CONTR_2026_05250,Vértice Asset & Cobrança,2026-01-17,43,"R$ 1.692,24",Em Aberto,65.0,Nordeste
CONTR_2026_05251,Vértice Asset & Cobrança,2026-02-20,74,"R$ 3.322,12",Insucesso,32.0,Sudeste
CONTR_2026_05252,Vértice Asset & Cobrança ,2026-03-04,86,"R$ 5.101,41",Ajuizado,53.0,Sul
CONTR_2026_05253,Nexus Mediação Financeira,2026-01-14,57,"R$ 2.067,77",Acordo Firmado,1.0,Centro-Oeste
CONTR_2026_05254,Fênix Recuperação de Crédito,2026-02-28,90,"R$ 2.318,44",Ajuizado,56.0,Sudeste
CONTR_2026_05255,Acerta Crédito Integrado,2026-03-24,95,"R$ 3.680,83",Acordo Firmado,34.0,Nordeste
CONTR_2026_05256,Vértice Asset & Cobrança,2026-02-19,126,"R$ 4.562,13",Acordo Firmado,82.0,Nordeste
CONTR_2026_05257,Fênix Recuperação de Crédito,2026-02-03,85,"R$ 8.383,38",Ajuizado,29.0,Nordeste
CONTR_2026_05258,Nexus Mediação Financeira,2026-01-06,93,"R$ 5.380,80",Acordo Firmado,6.0,Nordeste
CONTR_2026_05259,Vértice Asset & Cobrança,2026-04-19,73,"R$ 6.007,76",Em Aberto,57.0,Nordeste
CONTR_2026_05260,Acerta Crédito Integrado,2026-02-18,75,"R$ 7.157,10",Em Aberto,95.0,Nordeste
CONTR_2026_05261,Fênix Recuperação de Crédito,2026-01-06,111,"R$ 4.198,13",Acordo Firmado,14.0,Sul
CONTR_2026_05262,Acerta Crédito Integrado,2026-04-27,-999,"R$ 3.301,37",Em Aberto,75.0,Sudeste
CONTR_2026_05263,Nexus Mediação Financeira,2026-04-28,114,"R$ 9.257,72",Insucesso,69.0,Nordeste
CONTR_2026_05264,Fênix Recuperação de Crédito,2026-03-10,88,"R$ 10.010,63",Em Aberto,62.0,Sudeste
CONTR_2026_05265,Vértice Asset & Cobrança ,2026-01-07,55,"R$ 2.036,07",Acordo Firmado,86.0,Sul
CONTR_2026_05266,Nexus Mediação Financeira,2026-04-07,69,"R$ 16.527,50",Em Aberto,51.0,Sudeste
CONTR_2026_05267,Vértice Asset & Cobrança,2026-03-18,162,"R$ 14.490,78",Acordo Firmado,13.0,Nordeste
CONTR_2026_05268,Vértice Asset & Cobrança,2026-02-20,86,"R$ 11.434,98",Acordo Firmado,,Nordeste
CONTR_2026_05269,Acerta Crédito Integrado,2026-04-28,41,"R$ 3.946,61",Acordo Firmado,,Nordeste
CONTR_2026_05270,Vértice Asset & Cobrança,2026-01-01,55,10431.45,Ajuizado,38.0,Sudeste
CONTR_2026_05271,Fênix Recuperação de Crédito,2026-01-13,68,"R$ 6.145,09",Em Aberto,4.0,Nordeste
CONTR_2026_05272,Fênix Recuperação de Crédito,2026-02-12,63,"R$ 2.349,55",Acordo Firmado,30.0,Sul
CONTR_2026_05273,Vértice Asset & Cobrança,2026-01-27,57,"R$ 8.655,68",Insucesso,54.0,Sudeste
CONTR_2026_05274,Acerta Crédito Integrado,2026-03-12,133,"R$ 3.805,18",Em Aberto,65.0,Centro-Oeste
CONTR_2026_05275,Vértice Asset & Cobrança,2026-04-26,109,"R$ 2.927,72",Em Aberto,61.0,Sudeste
CONTR_2026_05276,Fênix Recuperação de Crédito,2026-01-03,84,"R$ 11.730,66",Ajuizado,49.0,sudeste
CONTR_2026_05277,Fênix Recuperação de Crédito,2026-02-27,72,"R$ 11.112,56",Acordo Firmado,31.0,Sul
CONTR_2026_05278,Vértice Asset & Cobrança,2026-03-30,85,"R$ 11.189,24",Em Aberto,,Centro-Oeste
CONTR_2026_05279,fênix recuperação de crédito,2026-04-07,143,"R$ 11.013,58",Ajuizado,50.0,Norte
CONTR_2026_05280,Vértice Asset & Cobrança,2026-04-14,64,"R$ 5.239,75",Acordo Firmado,23.0,Sudeste
CONTR_2026_05281,Vértice Asset & Cobrança ,2026-01-17,42,"R$ 5.997,56",Acordo Firmado,78.0,Sudeste
CONTR_2026_05282,Vértice Asset & Cobrança,2026-02-14,110,"R$ 16.066,49",Ajuizado,99.0,Centro-Oeste
CONTR_2026_05283,Fênix Recuperação de Crédito,2026-03-19,120,"R$ 1.892,53",Em Aberto,81.0,Sudeste
CONTR_2026_05284,Acerta Crédito Integrado,2026-04-11,133,"R$ 9.406,23",Em Aberto,60.0,Nordeste
CONTR_2026_05285,Vértice Asset & Cobrança,2026-02-27,79,"R$ 4.935,56",Acordo Firmado,32.0,Sudeste
CONTR_2026_05286,Acerta Crédito Integrado,2026-02-25,79,20377.05,Em Aberto,56.0,Norte
CONTR_2026_05287,Vértice Asset & Cobrança ,2026-02-23,150,"R$ 6.297,49",Insucesso,56.0,Sul
CONTR_2026_05288,Fênix Recuperação de Crédito,2026-03-28,107,"R$ 2.086,93",Em Aberto,100.0,Sul
CONTR_2026_05289,Fênix Recuperação de Crédito,2026-03-29,87,"R$ 9.650,28",Insucesso,87.0,Nordeste
CONTR_2026_05290,Acerta Crédito Integrado,2026-01-29,105,"R$ 6.783,96",Acordo Firmado,34.0,Sul
CONTR_2026_05291,Vértice Asset & Cobrança,2026-04-12,76,"R$ 2.006,29",Insucesso,41.0,Nordeste
CONTR_2026_05292,Fênix Recuperação de Crédito,2026-02-23,99,"R$ 1.245,16",Acordo Firmado,39.0,Norte
CONTR_2026_05293,Fênix Recuperação de Crédito,2026-01-27,98,"R$ 5.122,45",Ajuizado,86.0,Centro-Oeste
CONTR_2026_05294,Fênix Recuperação de Crédito,2026-04-12,115,"R$ 2.581,99",Ajuizado,42.0,sudeste
CONTR_2026_05295,Acerta Crédito Integrado,2026-04-27,60,11296.12,Insucesso,66.0,Nordeste
CONTR_2026_05296,Fênix Recuperação de Crédito,2026-04-14,100,"R$ 2.644,61",Acordo Firmado,20.0,Sudeste
CONTR_2026_05297,Vértice Asset & Cobrança,2026-02-14,55,"R$ 6.636,23",Em Aberto,14.0,Sudeste
CONTR_2026_05298,Nexus Mediação Financeira,2026-04-24,146,"R$ 3.316,59",Acordo Firmado,38.0,Sudeste
CONTR_2026_05299,Vértice Asset & Cobrança,2026-03-28,77,3356.36,Em Aberto,37.0,Sudeste
CONTR_2026_05300,Fênix Recuperação de Crédito,2026-01-31,40,"R$ 2.203,33",Em Aberto,37.0,sudeste
CONTR_2026_05301,Acerta Crédito Integrado,2026-02-05,173,"R$ 4.693,03",Ajuizado,,Centro-Oeste
CONTR_2026_05302,Fênix Recuperação de Crédito,2026-03-22,74,"R$ 5.528,84",Em Aberto,92.0,Sudeste
CONTR_2026_05303,Acerta Crédito Integrado,2026-03-02,92,"R$ 5.549,59",Acordo Firmado,56.0,Sudeste
CONTR_2026_05304,Acerta Crédito Integrado,2026-02-06,39,"R$ 10.910,94",Acordo Firmado,8.0,Sul
CONTR_2026_05305,Vértice Asset & Cobrança,2026-03-08,88,"R$ 6.482,76",Insucesso,93.0,Sudeste
CONTR_2026_05306,Nexus Mediação Financeira,2026-02-05,140,"R$ 7.939,94",Ajuizado,21.0,Sul
CONTR_2026_05307,Vértice Asset & Cobrança,2026-04-29,111,"R$ 3.153,73",Acordo Firmado,39.0,Sul
CONTR_2026_05308,Vértice Asset & Cobrança,2026-01-05,38,"R$ 3.929,55",Ajuizado,48.0,Norte
CONTR_2026_05309,Acerta Crédito Integrado,2026-02-15,67,"R$ 1.292,31",Acordo Firmado,18.0,Sul
CONTR_2026_05310,Acerta Crédito Integrado,2026-03-20,117,"R$ 1.612,07",Acordo Firmado,63.0,Nordeste
CONTR_2026_05311,Vértice Asset & Cobrança,2026-02-21,109,"R$ 3.631,64",Em Aberto,83.0,Sudeste
CONTR_2026_05312,Nexus Mediação Financeira,2026-02-18,75,"R$ 2.376,93",Acordo Firmado,74.0,Sudeste
CONTR_2026_05313,fênix recuperação de crédito,2026-01-06,101,"R$ 9.582,15",Insucesso,9.0,Nordeste
CONTR_2026_05314,Vértice Asset & Cobrança ,2026-01-10,54,"R$ 6.842,57",Acordo Firmado,87.0,Sudeste
CONTR_2026_05315,Nexus Mediação Financeira,2026-04-28,50,18783.96,Acordo Firmado,30.0,Norte
CONTR_2026_05316,Vértice Asset & Cobrança,2026-04-06,15,"R$ 12.103,34",Insucesso,86.0,Nordeste
CONTR_2026_05317,Vértice Asset & Cobrança,2026-01-23,117,20207.11,Acordo Firmado,59.0,Nordeste
CONTR_2026_05318,Vértice Asset & Cobrança ,2026-04-22,86,3472.82,Em Aberto,55.0,Centro-Oeste
CONTR_2026_05319,Fênix Recuperação de Crédito,2026-01-17,90,"R$ 4.511,89",Em Aberto,93.0,Nordeste
CONTR_2026_05320,Nexus Mediação Financeira,2026-04-20,15,"R$ 3.531,06",Ajuizado,70.0,Centro-Oeste
CONTR_2026_05321,Vértice Asset & Cobrança,2026-03-25,88,"R$ 17.863,83",Em Aberto,50.0,Nordeste
CONTR_2026_05322,Vértice Asset & Cobrança,2026-02-13,106,"R$ 3.776,75",Insucesso,61.0,Sudeste
CONTR_2026_05323,Vértice Asset & Cobrança,2026-02-10,27,"R$ 1.820,80",Em Aberto,35.0,Sudeste
CONTR_2026_05324,Vértice Asset & Cobrança ,2026-01-15,91,"R$ 2.641,81",Ajuizado,14.0,Sudeste
CONTR_2026_05325,Fênix Recuperação de Crédito,2026-02-13,88,"R$ 3.965,36",Insucesso,69.0,Norte
CONTR_2026_05326,Nexus Mediação Financeira,2026-04-20,76,"R$ 5.819,02",Em Aberto,46.0,Nordeste
CONTR_2026_05327,Fênix Recuperação de Crédito,2026-02-27,129,"R$ 6.012,81",Acordo Firmado,82.0,Sul
CONTR_2026_05328,Fênix Recuperação de Crédito,2026-03-27,122,"R$ 8.310,30",Insucesso,35.0,Sul
CONTR_2026_05329,Vértice Asset & Cobrança,2026-02-19,189,"R$ 6.418,73",Insucesso,94.0,Sudeste
CONTR_2026_05330,Nexus Mediação Financeira,2026-02-21,53,"R$ 4.581,78",Insucesso,71.0,Norte
CONTR_2026_05331,Vértice Asset & Cobrança,2026-03-11,102,"R$ 1.353,18",Em Aberto,98.0,Sudeste
CONTR_2026_05332,Vértice Asset & Cobrança,2026-03-09,134,"R$ 7.137,68",Em Aberto,42.0,Sul
CONTR_2026_05333,Fênix Recuperação de Crédito,2026-03-04,69,"R$ 1.646,66",Em Aberto,53.0,Sudeste
CONTR_2026_05334,Vértice Asset & Cobrança,2026-02-27,-999,"R$ 4.363,19",Em Aberto,19.0,Nordeste
CONTR_2026_05335,Vértice Asset & Cobrança ,2026-01-23,100,"R$ 12.535,91",Acordo Firmado,45.0,Sudeste
CONTR_2026_05336,fênix recuperação de crédito,2026-02-13,37,"R$ 5.742,59",Ajuizado,54.0,Nordeste
CONTR_2026_05337,Vértice Asset & Cobrança,2026-04-19,9999,"R$ 2.309,25",Em Aberto,64.0,Sudeste
CONTR_2026_05338,Nexus Mediação Financeira,2026-03-24,72,"R$ 9.450,21",Insucesso,75.0,Centro-Oeste
CONTR_2026_05339,fênix recuperação de crédito,2026-04-28,87,"R$ 2.986,30",Acordo Firmado,41.0,Sudeste
CONTR_2026_05340,Fênix Recuperação de Crédito,2026-04-19,127,"R$ 5.505,12",Acordo Firmado,17.0,Sudeste
CONTR_2026_05341,Acerta Crédito Integrado,2026-04-05,87,"R$ 6.250,93",Insucesso,11.0,Sudeste
CONTR_2026_05342,fênix recuperação de crédito,2026-02-13,125,"R$ 7.767,48",Em Aberto,92.0,Sudeste
CONTR_2026_05343,Fênix Recuperação de Crédito,2026-02-21,93,1535.95,Em Aberto,3.0,Sudeste
CONTR_2026_05344,Fênix Recuperação de Crédito,2026-03-08,9999,"R$ 10.829,90",Em Aberto,10.0,Sudeste
CONTR_2026_05345,Vértice Asset & Cobrança ,2026-01-28,81,"R$ 1.804,35",Acordo Firmado,24.0,Sul
CONTR_2026_05346,Nexus Mediação Financeira,2026-03-08,119,"R$ 1.696,53",Em Aberto,97.0,Sul
CONTR_2026_05347,Fênix Recuperação de Crédito,2026-03-19,93,"R$ 4.252,17",Ajuizado,56.0,Sudeste
CONTR_2026_05348,Vértice Asset & Cobrança,2026-01-18,68,3527.52,Insucesso,26.0,Nordeste
CONTR_2026_05349,Vértice Asset & Cobrança,2026-01-27,99,"R$ 1.480,81",Insucesso,69.0,Sudeste
CONTR_2026_05350,Nexus Mediação Financeira,2026-02-20,76,"R$ 2.107,61",Ajuizado,24.0,Sudeste
CONTR_2026_05351,Acerta Crédito Integrado,2026-03-01,74,4092.07,Acordo Firmado,44.0,Sudeste
CONTR_2026_05352,Vértice Asset & Cobrança ,2026-03-15,125,"R$ 10.032,57",Acordo Firmado,26.0,Sudeste
CONTR_2026_05353,Vértice Asset & Cobrança,2026-02-18,85,1846.58,Em Aberto,71.0,Centro-Oeste
CONTR_2026_05354,Nexus Mediação Financeira,2026-01-15,154,"R$ 1.752,03",Em Aberto,76.0,Sudeste
CONTR_2026_05355,Nexus Mediação Financeira,2026-03-24,112,"R$ 9.369,41",Insucesso,57.0,Sul
CONTR_2026_05356,Vértice Asset & Cobrança,2026-03-14,67,"R$ 4.589,48",Em Aberto,36.0,Sudeste
CONTR_2026_05357,Fênix Recuperação de Crédito,2026-03-09,64,"R$ 3.433,38",Acordo Firmado,17.0,Sul
CONTR_2026_05358,Vértice Asset & Cobrança ,2026-01-15,52,"R$ 4.293,48",Em Aberto,80.0,Centro-Oeste
CONTR_2026_05359,Acerta Crédito Integrado,2026-02-20,108,"R$ 3.845,34",Acordo Firmado,95.0,Nordeste
CONTR_2026_05360,Vértice Asset & Cobrança,2026-02-17,64,"R$ 8.813,87",Em Aberto,18.0,Sul
CONTR_2026_05361,Nexus Mediação Financeira,2026-03-13,22,"R$ 1.246,86",Acordo Firmado,96.0,Sul
CONTR_2026_05362,Fênix Recuperação de Crédito,2026-04-23,40,"R$ 4.038,38",Insucesso,66.0,Sudeste
CONTR_2026_05363,Nexus Mediação Financeira,2026-04-27,56,"R$ 2.064,95",Em Aberto,10.0,Sudeste
CONTR_2026_05364,Nexus Mediação Financeira,2026-01-01,100,"R$ 3.042,91",Em Aberto,61.0,Nordeste
CONTR_2026_05365,Nexus Mediação Financeira,2026-01-07,87,"R$ 1.794,88",Em Aberto,39.0,Sudeste
CONTR_2026_05366,Vértice Asset & Cobrança ,2026-02-22,118,"R$ 3.984,24",Em Aberto,14.0,Sudeste
CONTR_2026_05367,Nexus Mediação Financeira,2026-01-31,62,6354.23,Em Aberto,47.0,Centro-Oeste
CONTR_2026_05368,Vértice Asset & Cobrança,2026-01-18,80,"R$ 6.617,53",Acordo Firmado,10.0,Sudeste
CONTR_2026_05369,Acerta Crédito Integrado,2026-01-12,142,"R$ 9.166,44",Acordo Firmado,55.0,Nordeste
CONTR_2026_05370,Fênix Recuperação de Crédito,2026-02-17,79,"R$ 9.637,31",Acordo Firmado,92.0,Nordeste
CONTR_2026_05371,Vértice Asset & Cobrança,2026-01-30,96,"R$ 5.753,20",Ajuizado,24.0,Sudeste
CONTR_2026_05372,Vértice Asset & Cobrança,2026-04-07,70,3378.2,Em Aberto,40.0,Sudeste
CONTR_2026_05373,Vértice Asset & Cobrança,2026-04-21,83,"R$ 1.463,39",Em Aberto,63.0,Sudeste
CONTR_2026_05374,Acerta Crédito Integrado,2026-01-07,104,1382.65,Acordo Firmado,34.0,Nordeste
CONTR_2026_05375,Vértice Asset & Cobrança,2026-04-02,109,"R$ 1.801,03",Em Aberto,49.0,Sul
CONTR_2026_05376,Acerta Crédito Integrado,2026-04-23,93,"R$ 21.823,43",Em Aberto,63.0,Nordeste
CONTR_2026_05377,Nexus Mediação Financeira,2026-01-03,82,"R$ 8.908,37",Acordo Firmado,9.0,Centro-Oeste
CONTR_2026_05378,Vértice Asset & Cobrança,2026-04-17,93,"R$ 3.794,90",Acordo Firmado,47.0,Sul
CONTR_2026_05379,Acerta Crédito Integrado,2026-03-04,67,"R$ 4.338,68",Em Aberto,93.0,Centro-Oeste
CONTR_2026_05380,Fênix Recuperação de Crédito,2026-01-06,83,"R$ 7.885,26",Em Aberto,45.0,sudeste
CONTR_2026_05381,Fênix Recuperação de Crédito,2026-04-05,99,"R$ 4.811,86",Acordo Firmado,36.0,Nordeste
CONTR_2026_05382,Nexus Mediação Financeira,2026-04-12,119,"R$ 3.434,69",Em Aberto,9.0,Sudeste
CONTR_2026_05383,Vértice Asset & Cobrança,2026-01-15,62,"R$ 3.350,54",Em Aberto,11.0,Sudeste
CONTR_2026_05384,Fênix Recuperação de Crédito,2026-03-12,84,"R$ 2.376,34",Insucesso,85.0,Nordeste
CONTR_2026_05385,Nexus Mediação Financeira,2026-02-12,59,"R$ 12.040,78",Em Aberto,77.0,Sudeste
CONTR_2026_05386,Nexus Mediação Financeira,2026-04-04,76,"R$ 3.873,49",Em Aberto,24.0,Sudeste
CONTR_2026_05387,Vértice Asset & Cobrança,2026-04-01,120,8178.96,Acordo Firmado,1.0,Nordeste
CONTR_2026_05388,Vértice Asset & Cobrança ,2026-03-22,73,"R$ 5.463,79",Acordo Firmado,99.0,Centro-Oeste
CONTR_2026_05389,Nexus Mediação Financeira,2026-04-29,87,"R$ 8.214,02",Ajuizado,99.0,Nordeste
CONTR_2026_05390,Acerta Crédito Integrado,2026-01-18,52,"R$ 3.135,01",Acordo Firmado,61.0,Sul
CONTR_2026_05391,Fênix Recuperação de Crédito,2026-01-22,73,"R$ 8.171,81",Em Aberto,85.0,Nordeste
CONTR_2026_05392,Nexus Mediação Financeira,2026-03-02,43,"R$ 9.002,48",Acordo Firmado,69.0,Nordeste
CONTR_2026_05393,Acerta Crédito Integrado,2026-04-30,98,"R$ 1.750,64",Ajuizado,21.0,NORDESTE
